model,threshold,lrap,label_ranking_loss,coverage_error,hamming_loss,micro_f1,macro_f1,prediction_density,top1_hit_rate,top3_hit_rate
cnn_baseline_lsw,0.4,0.0870781626949172,0.578021627638395,60.36265223274695,0.9322688317546234,0.1075357963279617,0.0947740593485566,0.9882724402345512,0.006765899864682,0.148849797023004
attention_bigru,0.35,0.0718501127307842,0.6253685001882543,61.10690121786197,0.9427334235453316,0.1066525329549146,0.0947039992799105,0.9989535408209292,0.0108254397834912,0.0487144790257104
